Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
REV,"Revlon, Inc.",14.90,2.3%,N/A,355.1,0.3%,-32.03,0.136,-33.39,Consumer Non-Durables,Package Goods/Cosmetics,31.5%,-56.2%,28.1%,5.9%
REX,REX American Resources Corporation,18.38,0.9%,N/A,91.0,1.1%,-6.75,0.310,-9.85,Basic Industries,Major Chemicals,16.0%,1.3%,-4.0%,-9.7%
RXN,Rexnord Corporation,21.56,17.1%,N/A,45.7,2.2%,-20.12,1.169,-31.81,Technology,Industrial Machinery/Components,16.0%,18.2%,N/A,N/A
RAI,Reynolds American Inc,43.90,71.6%,2.20,17.0,5.9%,19.99,3.439,-14.40,Consumer Non-Durables,Farming/Seeds/Milling,74.6%,72.0%,68.5%,71.3%
RNO,Rhino Resource Partners LP,13.73,4.5%,7.16,21.5,4.6%,1.92,1.025,-8.34,Energy,Coal Mining,5.1%,3.8%,N/A,N/A
RBA,Ritchie Bros. Auctioneers Incorporated,22.54,12.8%,2.89,24.6,4.1%,7.79,1.009,-2.29,Miscellaneous,Business Services,12.1%,-1.0%,20.2%,19.8%
RAD,Rite Aid Corporation,1.01,-4.7%,N/A,N/A,N/A,-13.45,-0.243,-11.02,Health Care,Medical/Nursing Services,-4.8%,-1.6%,-15.9%,3.6%
RLJ,RLJ Lodging Trust,18.70,N/A,N/A,N/A,N/A,N/A,N/A,-10.75,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
RRTS,"Roadrunner Transportation Systems, Inc",17.90,70.6%,10.92,27.1,3.7%,1.64,0.952,-7.89,Transportation,Oil Refining/Marketing,291.9%,26.4%,-7.4%,-28.5%
RBN,"Robbins & Myers, Inc.",59.48,31.1%,2.44,21.5,4.7%,24.37,3.066,-6.28,Capital Goods,Fluid Controls,46.6%,39.9%,24.6%,13.3%
RHI,Robert Half International Inc.,28.28,47.4%,1.49,14.5,6.9%,18.93,2.058,-1.65,Technology,Professional Services,49.9%,26.5%,29.1%,84.2%
RKT,Rock-Tenn Company,64.39,8.7%,N/A,18.3,5.5%,-10.86,9.028,-101.14,Consumer Durables,Containers/Packaging,1.6%,12.6%,9.3%,11.4%
ROK,"Rockwell Automation, Inc.",78.35,32.5%,3.29,23.0,4.4%,23.84,4.201,-18.17,Capital Goods,Industrial Machinery/Components,45.0%,37.3%,23.9%,23.9%
COL,"Rockwell Collins, Inc.",56.04,41.9%,1.81,14.4,7.0%,30.88,5.733,-26.45,Capital Goods,Military/Government/Technical,32.2%,41.4%,46.7%,47.3%
ROC,"Rockwood Holdings, Inc.",45.72,7.4%,N/A,30.3,3.3%,-7.26,2.614,-33.40,Basic Industries,Major Chemicals,13.2%,7.5%,5.8%,3.1%
ROG,Rogers Corporation,44.53,6.2%,N/A,46.3,2.2%,-2.66,1.299,-15.65,Basic Industries,Major Chemicals,-0.7%,7.3%,4.6%,13.7%
ROL,"Rollins, Inc.",22.37,83.0%,2.32,21.1,4.7%,9.63,1.151,-1.89,Finance,Diversified Commercial Services,100.0%,85.6%,76.2%,70.3%
ROP,"Roper Industries, Inc.",110.15,198.9%,2.19,18.8,5.3%,50.26,6.843,-18.16,Capital Goods,Industrial Machinery/Components,239.6%,194.5%,150.1%,211.5%
RRMS,"Rose Rock Midstream, L.P.",32.98,5.3%,20.15,43.2,2.3%,1.64,0.943,-7.79,Energy,Natural Gas Distribution,8.2%,2.4%,N/A,N/A
RST,Rosetta Stone,12.63,109.0%,0.50,4.9,20.4%,25.20,2.471,0.49,Technology,Computer Software: Prepackaged Software,-21.5%,89.9%,195.8%,171.9%
RNDY,"Roundy&#39;s, Inc.",4.94,8.7%,N/A,21.3,4.7%,-12.80,1.567,-28.47,Consumer Services,Food Chains,17.2%,0.1%,N/A,N/A
RSE,"Rouse Properties, Inc.",15.01,N/A,N/A,N/A,N/A,N/A,N/A,-23.49,Finance,Real Estate,N/A,N/A,N/A,N/A
RDC,Rowan Companies plc,31.64,3.9%,5.25,21.7,4.6%,6.02,2.197,-15.95,Energy,Oil & Gas Production,-8.6%,2.4%,5.7%,16.0%
RCL,Royal Caribbean Cruises Ltd.,35.20,-3.3%,N/A,N/A,N/A,-84.72,-3.367,-51.05,Consumer Services,Marine Transportation,-3.3%,-1.5%,-5.3%,-3.2%
RES,"RPC, Inc.",11.66,22.1%,0.98,9.8,10.2%,11.93,1.451,-2.59,Energy,Oilfield Services/Equipment,41.9%,18.0%,7.8%,20.7%
RPM,RPM International Inc.,28.73,23.4%,6.03,22.9,4.4%,4.77,1.855,-13.78,Basic Industries,Paints/Coatings,29.0%,25.7%,17.6%,21.1%
RTI,"RTI International Metals, Inc.",24.45,3.8%,6.02,39.1,2.6%,4.06,0.700,-2.94,Capital Goods,Metal Fabrications,-6.0%,7.5%,-9.1%,22.9%
RT,"Ruby Tuesday, Inc.",7.92,-2.6%,N/A,N/A,N/A,-16.09,-0.632,-9.77,Consumer Services,Restaurants,-3.9%,-1.7%,0.4%,-5.1%
RKUS,"Ruckus Wireless, Inc.",14.09,281.6%,2.91,36.7,2.7%,4.83,0.347,1.36,Consumer Services,Telecommunications Equipment,281.6%,N/A,N/A,N/A
R,"Ryder System, Inc.",47.40,3.6%,N/A,24.1,4.2%,-50.96,6.990,-120.85,Consumer Services,Rental/Leasing Companies,2.9%,3.2%,1.7%,6.4%
RYL,"Ryland Group, Inc. (The)",33.58,N/A,N/A,N/A,N/A,N/A,N/A,-11.78,Capital Goods,Homebuilding,N/A,N/A,N/A,N/A
RHP,"Ryman Hospitality Properties, Inc.",34.03,-5.6%,N/A,N/A,N/A,-70.62,-3.809,-32.53,Consumer Services,Hotels/Resorts,-4.6%,-6.7%,-5.5%,-5.6%
SBR,Sabine Royalty Trust,47.51,N/A,N/A,N/A,N/A,N/A,N/A,0.36,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
SB,"Safe Bulkers, Inc",3.37,35.2%,0.10,2.5,39.2%,32.96,3.971,-6.75,Transportation,Marine Transportation,5.2%,13.1%,39.9%,82.5%
SFE,"Safeguard Scientifics, Inc.",14.19,-597.6%,2.91,N/A,N/A,4.88,-0.440,9.28,Finance,Finance/Investors Services,-1201.3%,-1062.5%,-81.7%,-44.9%
SWY,Safeway Inc.,16.91,2.6%,N/A,27.6,3.6%,-22.11,2.214,-44.25,Consumer Services,Food Chains,1.8%,0.6%,3.7%,4.4%
SAI,SAIC Inc,11.45,119.3%,0.62,7.3,13.6%,18.61,2.695,-8.34,Technology,EDP Services,118.5%,129.9%,124.5%,104.4%
SKS,Saks Incorporated,10.45,-3.2%,N/A,N/A,N/A,-9.00,-0.423,-4.77,Consumer Services,Department/Specialty Retail Stores,6.2%,-4.0%,-2.4%,-12.6%
CRM,Salesforce.com Inc,157.05,235.1%,1.54,14.9,6.7%,101.68,11.380,-12.11,Technology,Computer Software: Prepackaged Software,105.1%,269.2%,237.1%,328.8%
SBH,"Sally Beauty Holdings, Inc.",25.00,70.0%,2.31,16.6,6.0%,10.82,2.164,-10.82,Consumer Services,Other Specialty Stores,75.1%,80.1%,62.3%,62.4%
SN,Sanchez Energy Corporation,17.81,-9.2%,N/A,N/A,N/A,-2.48,-0.433,1.86,Energy,Oil & Gas Production,18.2%,-36.6%,N/A,N/A
SD,Sandridge Energy Inc.,6.08,-4.0%,N/A,N/A,N/A,-15.55,-0.850,-7.05,Energy,Oil & Gas Production,-5.0%,-10.8%,-4.7%,4.7%
SDT,SandRidge Mississippian Trust I,16.64,N/A,N/A,N/A,N/A,N/A,N/A,0.05,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
SHS,Sauer-Danfoss Inc.,52.82,10.8%,4.17,25.7,3.9%,12.68,2.563,-12.96,Technology,Industrial Machinery/Components,29.8%,7.5%,1.3%,4.7%
BFS,"Saul Centers, Inc.",42.60,N/A,N/A,N/A,N/A,N/A,N/A,-53.59,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SCG,Scana Corporation,46.18,-3.0%,N/A,N/A,N/A,-104.92,-3.196,-72.96,Public Utilities,Power Generation,-2.8%,-2.4%,-2.8%,-4.0%
SGK,"Schawk, Inc.",12.01,17.0%,3.25,17.5,5.7%,3.69,1.106,-7.36,Consumer Durables,Containers/Packaging,-2.9%,30.2%,32.4%,8.0%
SHF,"Schiff Nutrition International, Inc.",41.96,49.0%,15.04,41.9,2.4%,2.79,1.227,-9.48,Consumer Non-Durables,Food Distributors,62.7%,41.4%,63.3%,28.7%
SLB,Schlumberger N.V.,71.02,24.2%,1.80,15.8,6.3%,39.56,5.386,-14.30,Energy,Oilfield Services/Equipment,18.9%,19.7%,20.2%,38.0%
SWM,"Schweitzer-Mauduit International, Inc.",37.35,1.5%,N/A,105.7,0.9%,-5.01,0.443,-9.43,Basic Industries,Paper,2.2%,10.6%,-0.5%,-6.4%
STNG,Scorpio Tankers Inc.,6.23,-7.7%,N/A,N/A,N/A,-12.36,-0.941,-2.95,Transportation,Marine Transportation,-13.3%,-6.5%,-3.3%,N/A
SMG,Scotts Miracle-Gro Company (The),41.28,23.8%,2.61,16.8,6.0%,15.82,3.767,-21.85,Basic Industries,Agricultural Chemicals,14.5%,11.9%,38.9%,30.0%
SNI,"Scripps Networks Interactive, Inc",59.04,188.6%,1.26,12.2,8.2%,46.84,5.422,-7.38,Consumer Services,Television Services,197.5%,148.2%,172.7%,236.0%
SA,"Seabridge Gold, Inc.",15.69,N/A,N/A,N/A,N/A,N/A,N/A,1.06,Basic Industries,Precious Metals,N/A,N/A,-22.1%,-6.1%
CKH,"SEACOR Holdings, Inc.",90.48,4.4%,N/A,25.7,3.9%,-11.20,6.497,-76.17,Transportation,Marine Transportation,-1.9%,9.1%,3.9%,6.4%
SDLP,Seadrill Partners LLC,26.50,7.5%,4.22,15.0,6.7%,6.28,4.019,-33.90,Energy,Oil & Gas Production,7.5%,N/A,N/A,N/A
SEE,Sealed Air Corporation,16.54,7.0%,N/A,43.6,2.3%,-27.19,1.302,-40.21,Consumer Durables,Containers/Packaging,4.6%,8.1%,10.9%,4.4%
ZZ,Sealy Corporation,2.18,4.7%,N/A,58.1,1.7%,-6.71,0.185,-8.55,Consumer Durables,Home Furnishings,-0.2%,5.0%,7.0%,7.1%
SSW,Seaspan Corporation,16.69,-5.7%,N/A,N/A,N/A,-105.62,-4.581,-59.81,Transportation,Marine Transportation,-4.7%,-5.8%,-7.1%,-5.0%
SIR,Select Income REIT,25.31,N/A,N/A,N/A,N/A,N/A,N/A,-1.59,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SEM,Select Medical Holdings Corporation,9.86,21.2%,N/A,19.7,5.1%,-1.69,1.186,-13.56,Health Care,Hospital/Nursing Management,28.0%,19.1%,24.1%,13.6%
SEMG,Semgroup Corporation,37.34,-28.5%,N/A,N/A,N/A,-65.71,-5.625,-9.46,Energy,Oilfield Services/Equipment,-1.3%,1.1%,-85.2%,N/A
SRE,Sempra Energy,68.66,-1.3%,N/A,N/A,N/A,-110.97,-1.645,-94.52,Public Utilities,Natural Gas Distribution,-1.8%,-1.0%,-0.1%,-2.3%
SNH,Senior Housing Properties Trust,22.44,N/A,N/A,N/A,N/A,N/A,N/A,-10.65,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
ST,Sensata Technologies Holding N.V.,30.23,53.8%,6.13,24.1,4.2%,4.93,1.796,-13.03,Capital Goods,Industrial Machinery/Components,73.1%,74.5%,49.1%,18.6%
SXT,Sensient Technologies Corporation,35.60,7.8%,7.15,28.4,3.5%,4.98,1.668,-11.70,Basic Industries,Major Chemicals,8.9%,10.4%,8.8%,3.2%
SQNS,Sequans Communications S.A.,2.30,-52.9%,N/A,N/A,N/A,-1.79,-0.297,1.18,Technology,Semiconductors,10.3%,5.0%,-174.0%,N/A
SCI,Service Corporation International,13.91,1.2%,N/A,208.3,0.5%,-34.16,0.242,-36.59,Consumer Services,Other Consumer Services,1.3%,1.1%,1.5%,1.0%
NOW,"ServiceNow, Inc.",32.04,1642.6%,2.49,24.1,4.2%,12.86,1.362,-0.77,Technology,Computer Software: Prepackaged Software,1642.6%,N/A,N/A,N/A
SHP,ShangPharma Corporation,8.02,24.7%,0.50,4.8,20.9%,16.13,1.555,0.58,Consumer Durables,Major Pharmaceuticals,15.1%,30.2%,28.8%,N/A
SJR,Shaw Communications Inc.,21.72,14.8%,N/A,N/A,N/A,N/A,N/A,-19.56,Consumer Services,Television Services,0.8%,15.2%,21.1%,22.1%
SHAW,Shaw Group Inc. (The),45.09,50.2%,1.06,10.4,9.6%,42.57,6.695,-24.39,Capital Goods,Metal Fabrications,10.2%,-9.9%,70.2%,130.3%
SHW,Sherwin-Williams Company (The),152.21,35.1%,3.24,22.5,4.4%,47.04,8.429,-37.24,Consumer Services,RETAIL: Building Materials,32.7%,31.5%,36.4%,40.0%
SFL,Ship Finance International Limited,16.28,12.5%,N/A,21.3,4.7%,-4.83,1.865,-23.49,Transportation,Marine Transportation,8.1%,11.7%,7.7%,22.3%
SSTK,"Shutterstock, Inc.",25.94,1326.3%,0.99,9.9,10.1%,26.26,2.554,0.72,Technology,EDP Services,1326.3%,N/A,N/A,N/A
SIG,Signet Jewelers Limited,53.96,33.6%,1.60,14.6,6.9%,33.68,4.412,-10.44,Consumer Services,Consumer Specialties,42.1%,34.0%,47.9%,10.3%
SLW,Silver Wheaton Corp,36.11,4.6%,7.99,123.6,0.8%,4.52,0.278,1.74,Basic Industries,Precious Metals,20.5%,-1.1%,-2.4%,1.6%
SCR,Simcere Pharmaceutical Group,8.20,17.7%,2.62,17.3,5.8%,3.13,0.697,-3.84,Consumer Durables,Major Pharmaceuticals,-28.6%,4.4%,63.7%,31.5%
SPG,"Simon Property Group, Inc.",152.83,N/A,N/A,N/A,N/A,N/A,N/A,-63.52,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SSD,"Simpson Manufacturing Company, Inc.",32.78,16.5%,2.00,22.1,4.5%,16.35,1.354,2.82,Capital Goods,Industrial Machinery/Components,7.2%,17.3%,26.8%,14.6%
SMS,Sims Metal Management Limited,9.16,10.8%,3.22,17.5,5.7%,2.84,0.843,-5.59,Consumer Durables,Industrial Specialties,9.3%,6.8%,-8.7%,35.7%
SIX,Six Flags Entertainment Corporation New,61.80,-1.2%,N/A,N/A,N/A,-38.08,-0.351,-34.57,Consumer Services,Services-Misc. Amusement & Recreation,8.1%,-3.0%,-7.0%,-3.0%
SJW,SJW Corporation,24.27,-3.6%,N/A,N/A,N/A,-62.98,-2.287,-40.10,Public Utilities,Water Supply,-2.9%,-5.5%,-3.2%,-2.7%
SKX,"Skechers U.S.A., Inc.",19.35,5.7%,2.78,25.6,3.9%,6.97,0.794,-0.97,Consumer Non-Durables,Shoe Manufacturing,11.1%,-6.2%,34.0%,-16.2%
SKH,"Skilled Healthcare Group, Inc.",6.63,10.1%,N/A,17.5,5.7%,-2.93,1.268,-15.61,Health Care,Hospital/Nursing Management,12.2%,-1.3%,14.1%,15.5%
SKY,Skyline Corporation,3.97,-30.4%,N/A,N/A,N/A,-23.51,-2.426,0.75,Basic Industries,Homebuilding,-33.9%,-38.3%,-15.9%,-33.3%
SLG,SL Green Realty Corporation,75.95,N/A,N/A,N/A,N/A,N/A,N/A,-77.50,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SM,SM Energy Company,50.24,9.5%,1.35,11.9,8.4%,37.27,6.997,-32.70,Energy,Oil & Gas Production,13.5%,8.9%,1.3%,14.4%
AOS,Smith (A.O.) Corporation,63.06,9.9%,N/A,58.5,1.7%,-0.68,1.313,-13.81,Consumer Durables,Consumer Electronics/Appliances,10.8%,4.3%,20.3%,4.1%
SFD,"Smithfield Foods, Inc.",22.23,1.5%,N/A,112.8,0.9%,-20.61,0.417,-24.77,Consumer Non-Durables,Meat/Poultry/Fish,7.7%,11.1%,-6.3%,-6.7%
SNA,Snap-On Incorporated,78.94,25.1%,12.81,28.4,3.5%,6.16,3.948,-33.32,Capital Goods,Industrial Machinery/Components,19.0%,8.4%,40.9%,32.0%
SWI,"Solarwinds, Inc.",55.08,1017.4%,2.80,28.7,3.5%,19.69,1.895,0.74,Technology,Computer Software: Prepackaged Software,1154.1%,886.1%,892.3%,1137.2%
SLH,"Solera Holdings, Inc.",52.26,212.7%,2.18,17.7,5.6%,23.94,3.655,-12.61,Technology,"Computer Software: Programming, Data Processing",209.0%,211.9%,258.4%,171.5%
SAH,"Sonic Automotive, Inc.",19.67,26.9%,5.55,14.4,6.9%,3.54,3.658,-33.04,Consumer Durables,Automotive Aftermarket,22.7%,32.5%,64.8%,-12.5%
SON,Sonoco Products Company,29.77,4.1%,N/A,41.0,2.4%,-10.66,1.302,-23.68,Consumer Durables,Containers/Packaging,0.6%,5.0%,6.3%,4.7%
BID,Sotheby&#39;s,29.37,34.3%,1.62,14.2,7.0%,18.13,2.664,-8.51,Miscellaneous,Business Services,79.0%,69.8%,36.5%,-48.2%
SJI,"South Jersey Industries, Inc.",49.86,2.4%,N/A,75.0,1.3%,-37.12,1.337,-50.49,Public Utilities,Oil/Gas Transmission,3.8%,3.3%,6.2%,-3.7%
SO,Southern Company (The),43.17,-0.9%,N/A,N/A,N/A,-53.31,-0.713,-46.18,Public Utilities,Electric Utilities: Central,1.5%,-1.4%,-2.3%,-1.5%
SCCO,Southern Copper Corporation,36.27,23.0%,1.84,17.2,5.8%,19.75,2.289,-3.14,Basic Industries,Precious Metals,30.3%,26.6%,9.8%,25.4%
LUV,Southwest Airlines Company,9.44,-5.4%,N/A,N/A,N/A,-24.49,-1.359,-10.90,Transportation,Air Freight/Delivery Services,-0.6%,1.6%,-3.4%,-19.4%
SWX,Southwest Gas Corporation,42.04,-1.2%,N/A,N/A,N/A,-80.32,-1.294,-67.38,Public Utilities,Oil & Gas Production,-3.2%,-0.5%,0.4%,-1.7%
SWN,Southwestern Energy Company,34.98,18.2%,0.75,8.0,12.5%,46.39,5.757,-11.18,Energy,Oil & Gas Production,14.0%,18.4%,15.2%,25.3%
SSS,"Sovran Self Storage, Inc.",62.30,N/A,N/A,N/A,N/A,N/A,N/A,-21.93,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
CODE,Spansion Inc,11.74,5.4%,N/A,47.0,2.1%,-2.81,0.393,-6.74,Technology,Semiconductors,5.6%,5.2%,N/A,-4.9%
SEH,Spartech Corporation,8.94,-2.9%,N/A,N/A,N/A,-17.36,-0.515,-12.21,Basic Industries,Containers/Packaging,-3.6%,-7.2%,2.6%,-3.4%
SPA,Sparton Corporation,14.24,39.6%,1.13,11.2,9.0%,12.62,1.410,-1.48,Technology,Electrical Products,89.4%,-41.2%,36.4%,73.8%
SE,Spectra Energy Corp,27.69,1.4%,N/A,108.3,0.9%,-23.94,0.526,-29.20,Public Utilities,Oil & Gas Production,2.1%,-1.0%,2.0%,2.7%
SEP,"Spectra Energy Partners, LP",29.56,7.3%,9.95,34.5,2.9%,2.97,1.084,-7.87,Public Utilities,Natural Gas Distribution,9.3%,6.4%,6.6%,6.8%
SPB,"Spectrum Brands Holdings, Inc.",47.40,67.0%,N/A,21.3,4.7%,-4.52,4.603,-50.56,Energy,Industrial Machinery/Components,90.5%,112.4%,45.3%,19.8%
TRK,"Speedway Motorsports, Inc.",16.16,1.0%,N/A,99.5,1.0%,-19.58,0.400,-23.58,Consumer Services,Services-Misc. Amusement & Recreation,-0.5%,-1.8%,1.2%,4.9%
SPR,"Spirit Aerosystems Holdings, Inc.",15.47,1.9%,N/A,118.2,0.8%,-17.17,0.302,-20.18,Capital Goods,Military/Government/Technical,-8.0%,1.9%,-5.1%,18.8%
S,Sprint  Nextel Corporation,5.72,-0.6%,N/A,N/A,N/A,-12.49,-0.098,-11.51,Public Utilities,Telecommunications Equipment,-1.4%,0.8%,-2.1%,0.2%
SPW,SPX Corporation,68.56,35.1%,N/A,18.0,5.5%,-2.42,8.819,-90.61,Technology,Industrial Machinery/Components,23.3%,20.6%,45.2%,51.4%
JOE,St. Joe Company (The),22.16,N/A,N/A,N/A,N/A,N/A,N/A,0.49,Consumer Services,Homebuilding,N/A,N/A,N/A,N/A
STJ,"St. Jude Medical, Inc.",33.63,65.3%,0.83,8.7,11.6%,40.61,5.199,-11.38,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,56.5%,70.8%,58.6%,75.2%
STAG,"Stag Industrial, Inc.",18.80,N/A,N/A,N/A,N/A,N/A,N/A,-10.34,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SSI,"Stage Stores, Inc.",25.70,11.0%,1.63,13.9,7.2%,15.81,2.548,-9.66,Consumer Services,Clothing/Shoe/Accessory Stores,3.7%,5.1%,12.4%,22.9%
SMP,"Standard Motor Products, Inc.",19.86,19.1%,2.51,16.1,6.2%,7.92,1.966,-11.74,Capital Goods,Auto Parts:O.E.M.,23.9%,9.6%,38.2%,4.5%
SPF,Standard Pacific Corp,6.87,N/A,N/A,N/A,N/A,N/A,N/A,-5.35,Capital Goods,Homebuilding,N/A,-1698.7%,3609.7%,N/A
SR,Standard Register Company (The),0.54,1.8%,N/A,54.0,1.9%,-10.23,0.245,-12.67,Consumer Services,Office Equipment/Supplies/Services,15.2%,-6.7%,-7.6%,6.2%
SXI,Standex International Corporation,49.28,11.3%,10.92,33.8,3.0%,4.51,1.882,-14.31,Technology,Industrial Machinery/Components,14.8%,20.7%,3.5%,6.2%
SWK,"Stanley Black & Decker, Inc.",70.78,35.7%,15.41,22.8,4.4%,4.59,5.185,-47.25,Capital Goods,Industrial Machinery/Components,39.7%,42.1%,30.7%,30.4%
SGU,"Star Gas Partners, L.P.",4.17,29.7%,1.28,11.2,8.9%,3.25,0.756,-4.31,Consumer Services,Other Specialty Stores,32.4%,34.4%,5.9%,46.0%
SRT,"StarTek, Inc.",4.20,-4.5%,N/A,N/A,N/A,-5.99,-0.487,-1.13,Technology,Professional Services,-10.8%,-0.5%,-0.2%,-6.3%
HOT,"Starwood Hotels & Resorts Worldwide, Inc.",53.02,-0.2%,N/A,N/A,N/A,-30.75,-0.054,-30.20,Consumer Services,Hotels/Resorts,-0.5%,3.6%,-5.4%,1.6%
STWD,"STARWOOD PROPERTY TRUST, INC.",23.02,N/A,N/A,N/A,N/A,N/A,N/A,-8.27,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SPLP,Steel Partners Holdings LP,12.10,-67.8%,N/A,N/A,N/A,-49.83,-3.363,-16.20,Capital Goods,Industrial Specialties,-67.8%,N/A,N/A,N/A
SCS,Steelcase Inc.,11.45,-5.4%,N/A,N/A,N/A,-13.14,-0.673,-6.41,Consumer Durables,Office Equipment/Supplies/Services,-1.9%,-4.0%,-11.7%,-4.0%
LVB,"Steinway Musical Instruments, Inc.",22.71,3.5%,N/A,57.7,1.7%,-4.49,0.570,-10.19,Miscellaneous,Home Furnishings,2.4%,10.9%,4.4%,-3.7%
SCL,Stepan Company,99.38,2.1%,N/A,61.8,1.6%,-18.14,2.271,-40.85,Basic Industries,Package Goods/Cosmetics,0.4%,0.9%,12.0%,-4.9%
STE,STERIS Corporation,33.70,17.5%,1.71,15.1,6.6%,19.76,2.715,-7.39,Health Care,Industrial Specialties,16.2%,7.5%,28.1%,18.0%
SF,Stifel Financial Corporation,30.44,N/A,N/A,N/A,N/A,N/A,N/A,-64.69,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
SWC,Stillwater Mining Company,11.41,7.2%,2.15,16.9,5.9%,5.32,0.880,-3.48,Basic Industries,Precious Metals,16.0%,8.5%,-0.5%,4.9%
SGY,Stone Energy Corporation,19.91,-2.2%,N/A,N/A,N/A,-60.31,-3.133,-28.97,Energy,Oil & Gas Production,0.9%,-1.6%,-2.7%,-5.3%
STON,StoneMor Partners L.P.,22.87,-7.1%,N/A,N/A,N/A,-69.05,-1.496,-54.09,Consumer Services,Other Consumer Services,-9.6%,-10.7%,-6.2%,-1.9%
SRI,"Stoneridge, Inc.",4.83,2.2%,N/A,73.6,1.4%,-12.91,0.279,-15.70,Capital Goods,Auto Parts:O.E.M.,-0.9%,-4.8%,-5.4%,19.7%
STRI,"STR Holdings, Inc",2.35,59.2%,0.20,2.2,44.6%,11.54,1.184,-0.31,Capital Goods,Specialty Chemicals,-58.6%,82.1%,68.0%,145.3%
BEE,Strategic Hotels & Resorts Inc,6.23,-7.0%,N/A,N/A,N/A,-15.77,-0.794,-7.82,Consumer Services,Real Estate Investment Trusts,-6.7%,-6.9%,-8.2%,-6.2%
SYK,Stryker Corporation,54.44,88.4%,1.23,12.1,8.3%,44.37,4.780,-3.43,Health Care,Medical/Dental Instruments,86.0%,92.0%,95.7%,80.1%
RGR,"Sturm, Ruger & Company, Inc.",58.58,28.4%,2.26,22.9,4.4%,25.97,2.535,0.62,Capital Goods,Ordnance And Accessories,43.8%,26.1%,40.8%,3.0%
INN,"Summit Hotel Properties, Inc.",8.85,N/A,N/A,N/A,N/A,N/A,N/A,-4.82,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SMLP,"Summit Midstream Partners, LP",19.93,4.4%,N/A,46.6,2.1%,-1.74,0.592,-7.66,Public Utilities,Natural Gas Distribution,4.4%,N/A,N/A,N/A
SUI,"Sun Communities, Inc.",39.90,N/A,N/A,N/A,N/A,N/A,N/A,-49.19,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
SXC,"SunCoke Energy, Inc.",14.88,6.7%,N/A,18.6,5.4%,-0.30,1.763,-17.93,Basic Industries,Steel/Iron Ore,-2.8%,16.3%,N/A,N/A
SU,Suncor Energy  Inc.,32.48,4.8%,49.02,24.6,4.1%,0.66,2.180,-21.14,Energy,Integrated oil Companies,9.3%,0.7%,-2.2%,11.2%
SXL,Sunoco Logistics Partners LP,50.79,3.9%,N/A,75.6,1.3%,-29.13,1.218,-41.31,Energy,Natural Gas Distribution,6.3%,6.2%,-0.9%,4.1%
SRZ,"Sunrise Senior Living, Inc.",14.37,-7.4%,N/A,N/A,N/A,-26.73,-1.099,-15.74,Health Care,Hospital/Nursing Management,0.2%,6.0%,-6.6%,-29.2%
SHO,"Sunstone Hotel Investors, Inc.",10.35,N/A,N/A,N/A,N/A,N/A,N/A,-13.52,Consumer Services,Hotels/Resorts,N/A,N/A,N/A,N/A
STP,"Suntech Power Holdings Co., LTD.",0.89,-12.5%,N/A,N/A,N/A,-29.08,-1.342,-15.67,Technology,Semiconductors,-7.1%,-10.7%,29.1%,-61.4%
SPN,"Superior Energy Services, Inc.",19.98,17.1%,2.00,13.7,7.3%,9.98,2.679,-16.81,Energy,Oilfield Services/Equipment,17.4%,20.2%,3.1%,27.4%
SUP,"Superior Industries International, Inc.",19.01,-1.5%,N/A,N/A,N/A,-0.36,-0.257,2.21,Capital Goods,Auto Parts:O.E.M.,-1.4%,-2.9%,-1.7%,0.0%
SVU,SuperValu Inc.,2.68,1.8%,N/A,56.0,1.8%,-45.21,1.040,-55.62,Consumer Services,Food Chains,-1.3%,-0.5%,4.4%,4.5%
SUSP,Susser Petroleum Partners LP,25.25,30.9%,29.92,40.3,2.5%,0.84,0.805,-7.21,Energy,Oil Refining/Marketing,30.9%,N/A,N/A,N/A
SFY,Swift Energy Company,14.94,0.1%,N/A,313.4,0.3%,-21.27,0.119,-22.46,Energy,Oil & Gas Production,0.7%,-1.9%,-4.1%,5.7%
